,Unnamed: 0,Key,Ans,Marks,Similarity,Grammer,Keyword
1917,1917,A girl in a pink dress rides her bike along a white picket fence.,A girl in a red dress rides her bike in front of a white fence.,4.0,0.8063431,0.9964534044265748,0.32727272727272727
1918,1918,A brown furry animal stands behind some plants.,A dog pants while standing in the woods.,1.4,0.34303078,0.9720278382301332,0.0
1919,1919,A child in a red shirt is using a black wake board to splash over a beach wave.,A man in a rowboat is rowing across blue water.,1.0,0.20374097,0.9964834451675416,0.0
1920,1920,The tan and white dog is running in the field.,The brown and white dogs run through the field.,3.4,0.686592,0.993370532989502,0.33962264150943394
1921,1921,"Two teenage girls, one is smiling.",A little girl on a kid swing.,0.8,0.106774695,0.987934708595276,0.0
1922,1922,Two birds interacting in the grass,Two dogs play with each other outdoors.,0.2,0.017176991,0.994577407836914,0.0
1923,1923,Two hikers stand at the top of a snowy mountain.,Two mountain climbers stand on the top of a mountain looking around.,3.4,0.73915315,0.9923734068870544,0.35714285714285715
1924,1924,Two children in a field of red flowers.,Two kids are playing in a field of red flowers.,4.8,0.9922321,0.9965830445289612,0.28125
1925,1925,A young men jumps off rocks into a lake.,A young man in red swimming trunks jumped off a large rock into the water.,4.0,0.77605265,0.9955917000770568,0.0
1926,1926,A small black dog is in the grass.,A black dog is running in the grass.,3.6,0.7804746,0.996288537979126,0.0
1927,1927,A lady dressed in a kimono is looking at the camera.,Two girls dressed in black are sitting in a room making suggestive poses at the camera.,1.0,0.1829003,0.992073655128479,0.2571428571428571
1928,1928,A group of people are firing up a hot air balloon.,A large group of people riding brown and white horses.,0.0,0.002334243,0.9952577948570251,0.782608695652174
1929,1929,Children play fight with swords.,A child and parent pet a horse.,0.0,0.0022148823,0.8026441931724548,0.3333333333333333
1930,1930,A man is wind sailing in the ocean.,A dog is running through the ocean.,1.4,0.2691879,0.996404767036438,0.5
1931,1931,Three dogs racing on a dirt track,Cars racing on a dirt track,1.4,0.23273858,0.9088345170021056,0.0
1932,1932,Two people holding hands and walking in a field.,Two men walking past a mural of a car.,1.2,0.1967371,0.9906325340270996,0.0
1933,1933,A brown dog chases a Frisbee,A brown dog squating on grass.,1.6,0.34132898,0.5379177331924438,0.0
1934,1934,Woman in red overalls standing on the sidewalk.,A woman in red overalls stands on sidewalk.,5.0,0.9967583,0.9879085421562196,0.391304347826087
1935,1935,A dog is running through a backyard full of leaves.,Three dogs run through a field.,2.8,0.5158576,0.994674801826477,0.3333333333333333
1936,1936,two puppies playing around in the grass,Two puppies play in the grass,5.0,0.99668115,0.9835475087165833,1.0
1937,1937,Two black and white dogs are playing together outside.,Two children and a black dog are playing out in the snow.,1.0,0.1563384,0.996154010295868,0.0
1938,1938,Three dogs running through water.,A black dog running through water.,1.0,0.30735728,0.9929550290107728,0.3333333333333333
1939,1939,A woman sits alone against a brick wall,A woman is walking with a red bag.,1.2,0.13923107,0.9955332279205322,0.5
1940,1940,A brown dog carrying a stick in its mouth.,A dog swimming with a stick in its mouth.,2.6,0.5800037,0.9921030402183532,1.0
1941,1941,A young woman leans over her plate at a meal.,"A young woman, topless except for paint or mud.",0.8,0.16934884,0.974592387676239,0.0
1942,1942,A person climbs up a snowy hill while their dog follows.,A person climbs a snowy hill while a black dog follows.,3.8,0.8048409,0.9956067204475404,0.5070422535211268
1943,1943,A brown dog sits on the beach.,A dog running on the beach,2.0,0.39367005,0.9834464192390442,1.0
1944,1944,Scuba diver submerged in water.,The scuba diver is underwater.,5.0,0.9968003,0.9914016127586364,0.0
1945,1945,The man is riding a bike down a dirt hill.,A trick bicyclist grinds down a handrail.,1.8,0.32570574,0.6257694363594055,0.0
1946,1946,A large gray dog is playing in the deep snow.,Four dogs playing in the snow.,2.6,0.5158115,0.9615191221237184,0.5
1947,1947,A man riding his bike on the beach by the ocean.,A man walking his cow down the side of the road.,0.8,0.14435495,0.996109664440155,0.16666666666666666
1948,1948,A dog in in a car.,A dog is biting a mop.,1.0,0.18936671,0.9908458590507508,0.5
1949,1949,A dog with floppy ears walking towards the camera in the woods.,A child in front of his own reflection turning towards the camera and smiling.,1.2,0.19098443,0.8741649985313416,0.28125
1950,1950,A brown dog is splashing water everywhere by shaking the water off of itself.,A white dog is standing by a river shaking himself dry.,2.4,0.5082001,0.995376706123352,0.0
1951,1951,A black and white dog is running on the beach.,The black and brown dog is running through the snow.,1.8,0.37971804,0.9953214526176452,0.0
1952,1952,Many middle eastern people are sitting in the back of a blue truck.,A group of people are riding in the back of a truck.,3.4,0.7098662,0.9960786700248718,0.5263157894736842
1953,1953,Person with two ski poles skiing down a snowy hill.,A person skiing down a snowy hill.,4.2,0.82754457,0.9883134365081788,0.20224719101123595
1954,1954,A woman is eating fish at a restaurant.,A woman eating a large fish in a restaurant.,4.6,0.8878305,0.9922426342964172,1.0
1955,1955,A child and two dogs play in the water.,A child in red and blue floaties looking down at the water.,2.2,0.36770847,0.99084210395813,0.6666666666666666
1956,1956,A skateboarder doing a trick on a stone wall.,A skateboarder riding up to a slope.,2.2,0.4215714,0.990401327610016,0.3333333333333333
1957,1957,People are standing on an escalator moving up.,People ride up an escalator.,4.6,0.96226096,0.9899985194206238,1.0
1958,1958,A lady is running her dog through an agility course.,Trainer runs her dog through training course with green pipe,4.2,0.7924063,0.6976132392883301,0.33962264150943394
1959,1959,The white and brown dog is shaking its ears.,The brown dog is running across the sand.,1.4,0.2501097,0.9959446787834167,0.0
1960,1960,Some children are raising their hands and clapping.,Three children are playing soccer in the sand.,0.2,0.025481662,0.9952131509780884,0.5
1961,1961,A man blowing a large bubble.,A man walking a large black horse.,0.0,0.024133403,0.9931079149246216,0.6428571428571429
1962,1962,Two people sit on a dock near the water.,Two people sit on the end of a dock in the middle of still water.,3.8,0.7723293,0.9953558444976808,0.6666666666666666
1963,1963,Hockey goal-keeper laying on the ice in front of net.,A hockey player is laying on the ice in front of the goal.,4.6,0.963903,0.9956413507461548,0.6666666666666666
1964,1964,A skier wearing blue snow pants is flying through the air near a jump.,A skier stands on his hands in the snow in front of a movie camera.,1.4,0.29103282,0.9953227639198304,0.6086956521739131
1965,1965,The brown dog is running along a grassy pathway.,A brown dog is running along a grassy stretch divided by strings.,3.4,0.7226357,0.9965768456459044,0.0
1966,1966,The girl is wearing a blue striped shirt and Rollerblades.,a man wearing a black and white shirt jumping on a dogs back,0.0,0.0021950367,0.7546305656433105,0.0
1967,1967,A tattooed man in black playing a white guitar and singing.,A woman in a black and white coat and earmuffs.,0.0,0.0022115516,0.9864488244056702,0.0
1968,1968,A dog running along the beach.,Boy and girl running along the beach.,1.4,0.22532192,0.9789343476295472,0.5
1969,1969,A young man and woman sitting on a bench outside are kissing.,The man and woman sitting on a bench are kissing.,4.6,0.9292884,0.9940215945243835,1.391304347826087
1970,1970,A brown dog is jumping up to catch a green strap in it's mouth.,A grey dog jumps to bite a green leash.,3.2,0.63424814,0.9921208620071412,0.0
1971,1971,A black dog is running in the grass.,A black and a brown dog running in the grass.,3.2,0.67034775,0.972167193889618,0.21739130434782608
1972,1972,A woman is sitting on a sidewalk with a cell phone at her ear.,A woman is riding her bicycle.,0.5,0.1152751,0.9960373044013976,0.3333333333333333
1973,1973,Three dogs play in a grassy field.,Some kids play in a field.,1.2,0.18408856,0.9937179088592528,0.4857142857142857
1974,1974,A young boy plays in a red ball pit.,A laughing boy lies on a pit of blue balls.,3.0,0.6085853,0.9887626767158508,1.0
1975,1975,A surfer on a wave.,A surfer is riding a wave.,4.4,0.9394798,0.9955975413322448,0.3333333333333333
1976,1976,The skateboarder gets to the top of the ramp.,The skateboarder rides the pipe wall at a skater park.,2.4,0.44706425,0.9860568046569824,1.0
1977,1977,Two men in a running contest.,Dogs in a race.,1.0,0.13339378,0.7081995010375977,0.0
1978,1978,Two kids are walking on a path in the woods.,Two children walking down a path in the woods.,5.0,0.99655235,0.9893661737442015,0.6666666666666666
1979,1979,a brown and white dog is running on the grass.,The tan and black dog is running across the grass.,3.4,0.6525866,0.9819668531417848,0.0
1980,1980,Two dogs run side-by-side on the grass.,Two dogs running on grass.,4.4,0.9270592,0.9885843992233276,0.5
1981,1981,Two dogs are peeing at a red fire hydrant.,Two dogs are urinating on the red fire hydrant.,5.0,0.9964484,0.995311439037323,0.6428571428571429
1982,1982,A rugby player in dark gear is carrying a light colored rugby ball with arm outstretched.,A brown dog splashes in the water while carrying a ball in it's mouth.,0.4,0.053797577,0.9337626695632936,0.2222222222222222
1983,1983,Two people are walking through some water.,Two girls are walking by a tree in front of a brick building.,1.2,0.22719371,0.995965838432312,0.0
1984,1984,A dog splashing in the water.,A dog splashes in the murky water.,4.0,0.80800766,0.9960456490516664,1.0
1985,1985,A group of people are walking down the sidewalk of a big city.,A group of people are riding in the back of a truck.,1.0,0.1609385,0.9960786700248718,0.782608695652174
1986,1986,The dog is in the air above the grass.,The dog is laying on a bed with a blue sheet.,1.0,0.1954906,0.9827752709388732,0.3333333333333333
1987,1987,A black dog is running through some water.,A man in a football uniform is running with a football during a game.,0.0,0.0023555434,0.9943481087684632,0.0
1988,1988,Girl stands in subway waiting on something.,A girl stands in a dimly lit area.,2.0,0.45338446,0.994309663772583,0.3333333333333333
1989,1989,The man is sitting with a little girl in the park.,The man is playing with the shaggy little dog.,0.6000000000000001,0.100160055,0.989300549030304,0.391304347826087
1990,1990,A large tan dog is running with a green item in its mouth,The tan dog is carrying a green squeak toy in its mouth.,4.4,0.8334076,0.9931053519248962,0.32142857142857145
1991,1991,A group of people in boats racing towards the shore.,A classroom of students watching a presentation.,0.0,0.0022292263,0.9937366247177124,0.0
1992,1992,A person is riding a skateboard in the air above a ramp.,A biker is riding along a track element located with a wooded area.,0.6000000000000001,0.07843262,0.5997159481048584,0.0
1993,1993,A boy skateboards down the metal handrail at night.,"A brown dog runs on the sand, holding a stick.",0.0,0.002316661,0.9936118721961976,0.0
1994,1994,A person is squeezing through an opening in the rock face.,A medium sized brown dog is running through an open white wooded area.,0.0,0.0022705777,0.9960598349571228,0.0
1995,1995,Dog running towards camera with a ball in its mouth.,The black and white dog swims with a brown object in its mouth.,2.0,0.35967803,0.9934119582176208,0.5
1996,1996,A young girl running on the beach.,A little girl running at on the shore of a beach.,4.2,0.880806,0.8078286051750183,0.6428571428571429
1997,1997,A baseball player throws the ball.,The basketball player holds the ball.,1.6,0.24019162,0.9882161021232604,1.0
1998,1998,A man is swinging on a rope over water.,A man in a maroon bathing suit swings on a rope on a lake.,3.0,0.68732476,0.9955211877822876,0.6666666666666666
1999,1999,A young girl dressed in a Minnie mouse outfit and an older woman walking down the sidewalk.,a man wearing a white suit holding a newspaper walking through the streets.,1.0,0.19810307,0.9868996143341064,0.2702702702702703
2000,2000,How about some testimonies from real health experts?,"Also, who's to say there aren't testimonies from ""real"" health experts on there?",3.0,0.6055241,0.9869374632835388,0.28125
2001,2001,"""Then the captain was gone.",Then the captain came back.,0.8,0.2112558,0.9936231970787048,0.5
2002,2002,The problem is simpler than that.,The problem is simple.,3.8,0.7804501,0.991557002067566,1.0
2003,2003,NEGATIVE RECONNAISSANCE REQUIREMENTS.,PACIFIC REQUIREMENTS .,1.0,0.18248218,0.948945164680481,0.0
2004,2004,"So, I am dropping, for now, asking you the question: "" Where ' s the Marx "" ?","I am moving on to ask you the question: "" Where ' s the beef "" ?",0.4,0.058108732,0.9898566007614136,0.33962264150943394
2005,2005,go figure You're asking me to prove a negative?,You're asking me to prove a negative?,4.6,0.96338505,0.9817270040512084,1.0
2006,2006,I am OK with MEDICAL use!,I AM OK WITH MEDICAL USE!!,5.0,0.99672407,0.9779163002967834,0.0
2007,2007,The prices for everything you need have gone up due to inflation.,The prices of everything you own IE assets have gone down.,2.0,0.29879484,0.908056616783142,0.3333333333333333
2008,2008,War in the middle east.,A WAR in the middle east.,5.0,0.9965725,0.9409069418907166,0.5142857142857142
2009,2009,Originally Posted by Vienna How was it authoritarian?,Originally Posted by zaf I give up.,0.6000000000000001,0.051263694,0.8461325764656067,0.0
2010,2010,Imagine a place that's % white and % black.,Imagine a place with % men and % women.,1.0,0.20780155,0.9867936968803406,1.0
2011,2011,There's no chance of a fair trial.,there is no chance at a fair trial.,5.0,0.9965815,0.9909940361976624,0.6428571428571429
2012,2012,Nirvana is very different than oblivion.,Nirvana is NOT oblivion.,3.6,0.7307815,0.9726784825325012,0.5
2013,2013,We in Britain think differently to Americans.,Originally Posted by zaf We in Britain think differently to Americans.,4.0,0.83891666,0.9562486410140992,1.0
2014,2014,If you answer yes to  and no to  you are probably straight.,If you answer no to  but yes to  then you are probably straight.,3.1,0.6095263,0.9768065810203552,0.0
2015,2015,The whole earth combined produces enough food for  billion people.,Who does it now only produce enough for  billion?,2.2,0.48808604,0.8491254448890686,0.0
2016,2016,BTW he had appropriate deferments for the time.,"Appropriate deferments for the time, eh?",3.2,0.6510272,0.9521483778953552,0.6428571428571429
2017,2017,"Hey, Blue-Eyes, How's things in London?","**smooches Ran** Hey, Blue-Eyes, How's things in London?",4.4,0.8732897,0.8162204027175903,0.660377358490566
2018,2018,but in the news broadcasts i have seen they did call him white.,"but it seems it would have less ""impact"" if they didn't call him white.",2.2,0.45415804,0.9648836851119996,0.0
2019,2019,"According to the girlfriend and Zimmerman, he did.",According to Zimmerman he did.,2.4,0.4909128,0.9203125834465028,0.4857142857142857
2020,2020,My parents have told me it is bad for you.,My teachers have told me it is bad for you.,2.8,0.535077,0.9927721619606018,0.0
2021,2021,.Nazi is a slang term for the NSWP.,Originally Posted by Odins eye .Nazi is a slang term for the NSWP.,4.6,0.89440525,0.611247181892395,0.5
2022,2022,I oppose the death penalty.,This is why I support the death penalty.,1.0,0.213144,0.9936509728431702,0.0
2023,2023,"Well, whatever, you are now.","Well, whatever, you're aware of it now.",2.2,0.41787666,0.9777458906173706,0.0
2024,2024,"They produce nothing I can eat, wear, live in.","Think about all the things you can't ""eat, wear, or live in"".",2.2,0.47121358,0.991265594959259,0.0
2025,2025,DICKSHOT Matt Holliday owns.,"Matt Holliday owns, y'all.",3.8,0.7619561,0.9631072282791138,0.0
2026,2026,People exploited the laws.,People bent the laws.,2.8,0.55706096,0.9897910952568054,1.0
2027,2027,"Funny, I thought the same thing about some math.",And here I thought I knew me some math.,2.2,0.4447121,0.9164358973503112,0.5
2028,2028,"I have  years of ""Neener Neener"" rights I use lettuce too.","I have  years of ""Neener Neener"" rights Hi Wiggies!",2.6,0.5282562,0.7243304252624512,0.33962264150943394
2029,2029,"I don't prefix or suffix everything with ""you hate Jews.""",You should stop prefixing or suffixing everything with you hate Jews.,3.0,0.5000752,0.857178807258606,1.0
2030,2030,I wood have asked her if she is up for a treesome.,I wood have at least asked if a threesome was out of the question.,4.8,0.98680425,0.9884051084518432,0.5142857142857142
2031,2031,It still makes no sense.,It's you who makes no sense.,1.4,0.24203356,0.9865078926086426,1.0
2032,2032,More expensive homes.,More expensive cars.,1.2,0.23156498,0.987357258796692,0.0
2033,2033,"Martin said, ""Why are you following me?""","Zimmerman replied, ""What are you doing here?""",0.8,0.14126405,0.9855391979217528,0.0
2034,2034,ALTHOUGH SATELLITE INTENSITY ESTIMATES FROM TAFB AND SAB ARE ONLY T./,SUBJECTIVE DVORAK INTENSITY ESTIMATES FROM TAFB AND SAB INCREASED TO  KT.,2.0,0.32065147,0.6262684464454651,0.0
2035,2035,"""Fairies don't exist"" - fine.","""Satyrs don't exist"" - fine.",1.2,0.23938408,0.979866862297058,0.0
2036,2036,You wanna know what I find curious?,That's what I find curious.,2.8,0.5110144,0.9703947901725768,0.0
2037,2037,When did I compare homo sexuaity with a developmental disorder?,I compared homo phobia with a developmental disorder.,2.6,0.45211282,0.9940166473388672,0.0
2038,2038,"If you asked , conservatives, the numbers will be skewed to the right.","If you asked , progressives, the numbers would be skewed to the left.",2.6,0.48981768,0.7329496145248413,0.25
2039,2039,You didn't mention PFA before that one post.,I didn't mention restraining order either.,0.8,0.1141995,0.7905424237251282,0.0
2040,2040,Ramblin' Rose by Nat King Cole We are all vessels filled with many wonders.,Eye of the Tiger We are all vessels filled with many wonders.,2.4,0.5261965,0.9544195532798768,0.5142857142857142
2041,2041,from the year prior., warmed.C from the year prior.,3.0,0.6187807,0.7135382890701294,1.0
2042,2042,Still love this show.,"Holy poo poo, this show.",1.0,0.13277298,0.7386631369590759,0.0
2043,2043,their vast properties are protected by the govt.,their great wealth is protected by the govt.,3.2,0.60027975,0.9884284138679504,0.6296296296296297
2044,2044,"Fundimental difference, please?",Fundamental difference?,4.6,0.9492276,0.7451906204223633,0.0
2045,2045,How exactly is Germany being 'punished' for the stupidity of WW?,How exactly are they being punished?,1.4,0.25910836,0.9949398040771484,0.0
2046,2046,"Z stalked him down, then shot him.","You claimed Zimmerman "" Stalked him down, then shot him "".",3.0,0.5963151,0.9729467630386353,1.0
2047,2047,"I'm not outraged, I'm disappointed.","God bless I'm not outraged, I'm disappointed.",5.0,0.9962638,0.937996506690979,0.0
2048,2048,We never got out of it in the first place!,Where does the money come from in the first place?,0.8,0.16508657,0.9927290081977844,1.0
2049,2049,Freedom of speech has consequences!,If freedom of speech has consequences then it is not free.,2.11111111111111,0.3740989,0.9854749441146852,1.0
2050,2050,My parents have told me it is bad for you.,My teachers have told me it is bad for you.,2.8,0.5350772,0.9927721619606018,0.0
2051,2051,"if you could kill one person to save four, would you?","As to would I kill  person to save , I have no idea.",2.0,0.33348858,0.5025184750556946,1.0
2052,2052,It's not imposing morals.,It's imposing a law.,1.1,0.18088377,0.620807945728302,0.0
2053,2053,It depends how you define extreme.,"Depends on how you define ""extreme"".",5.0,0.9963251,0.984233021736145,0.0
2054,2054,At least Mexico had a presence in California.,Mexico has ZERO claim to California.,1.2,0.23014136,0.9829266667366028,0.6538461538461539
2055,2055,"So YES, we DO read the bible to learn about Christianity.",personally i would read the bible to learn about christianity.,3.0,0.5897666,0.9779012203216552,1.0
2056,2056,"Ah ha, ha, ha, ha, ha!","Ha, ha, ha, ha, ha, ha!",4.5,0.91503537,0.9798409938812256,0.0
2057,2057,And that's why you're yelling at me and refusing to answer my questions?,Still refusing to answer my questions?,3.4,0.6803716,0.9799984097480774,1.0
2058,2058,"You have too much regulation, not too little.","You have to much intervention in free markets, not too little.",3.8,0.8594178,0.5931934714317322,0.0
2059,2059,The Human Element You could sign Lance Berkman at the end of the year I guess?,You could sign Lance Berkman at the end of the year I guess?,4.0,0.8080206,0.9529082775115968,0.5
2060,2060,Why was the Book of Thomas left out of the canon?,Why would the addition of more of Jesus words be left out of the canon?,2.6,0.55045295,0.564416766166687,0.33962264150943394
2061,2061,"You mean, you believe the word of the Mainstream Media?","You mean, you believe the word of the SpringHallConvert?",1.8,0.32788932,0.6284675002098083,0.4857142857142857
2062,2062,We are meant to explore.,We are meant to move.,2.4,0.5676859,0.9931755661964417,0.0
2063,2063,"Israel doesn't give a ****, accept it.",That Israel doesn't giva a **** what anybody else thinks.,3.4,0.74972457,0.8967991471290588,1.0
2064,2064,We are all vessels filled with many wonders.,I Want to Rock and Roll by Kiss We are all vessels filled with many wonders.,3.4,0.6535355,0.7504491806030273,1.0
2065,2065,Slutstamp! A dear friend from Ohio sent me this.,A dear friend from Ohio sent me this.,3.6,0.6672629,0.9946605563163756,0.37777777777777777
2066,2066,"And yet, the Titanic story is the one that holds up to scrutiny of the evidence.",The new study shows that the Titanic story does not stand up to scrutiny imo.,1.6,0.25128478,0.7762665748596191,0.28125
2067,2067,Can he really make mone from google ad sense.,Who makes money off google ad sense?,3.2,0.7215478,0.8533917665481567,0.33962264150943394
2068,2068,They know that the video doesn't show a gas chamber.,The bottom line is that the video clip doesn't show a gas chamber.,4.6,0.926155,0.9873201847076416,0.5
2069,2069,"Warm , maybe record.","Warmer , almost certainly a record.",4.4,0.94399524,0.7430514097213745,0.0
2070,2070,"""Bright but scatterbrained"" becomes ""treat with drugs"".","""Opinionated and stubborn"" becomes treat with drugs"".",2.2,0.3872239,0.9620293378829956,0.5
2071,2071,"What is your definition of ""life""?",What's your definition of nature?,1.2,0.18450336,0.994884192943573,0.5
2072,2072,Could be a lot of things.,Could be a simple mistake.,2.2,0.44309065,0.9888567328453064,0.0
2073,2073,"No extortion, no bribery, no money involved He's asking for money for his vote.","No extortion, no bribery, no money involved Only class E felonies.",3.8,0.69248515,0.5863088369369507,1.0
2074,2074,Dr. Neander's revised version.,"Neander's revised version""?",4.0,0.8512967,0.8798102736473083,0.0
2075,2075,Should I just tell her how I feel?,Should I just wait it out and see how it goes?,2.2,0.5209915,0.9955097436904908,0.0
2076,2076,I. ATLANTIC REQUIREMENTS .,PACIFIC REQUIREMENTS .,0.8,0.13370498,0.948945164680481,0.0
2077,2077,you have no remains of a missile at the pentagon.,you have no witnesses for a missile at the pentagon.,2.6,0.5160484,0.6068912744522095,1.0
2078,2078,"""Jane"" wants me to ask the helpful party guest to pay for it.",I can't believe she is asking YOU to ask the helpful party guest for money!,2.2,0.46939784,0.9947426319122314,0.0
2079,2079,any woman that wants birth control can get it.,Any woman that wants and abortion can get one.,1.6,0.21732819,0.5921481251716614,0.3333333333333333
2080,2080,Is it legal to grow?,"Yes, it's legal to grow.",2.6,0.5009436,0.9891985058784484,0.0
2081,2081,"pressing one does not ""do"" english.",Pressing one does send a tone.,1.8,0.37594226,0.5646998286247253,0.0
2082,2082,What's my opinion regarding the series?,What was my opinion of Firefly in the interim?,2.8,0.6118476,0.9905381202697754,0.5142857142857142
2083,2083,We are all vessels filled with many wonders.,Chuck Close We are all vessels filled with many wonders.,3.6,0.7312128,0.8756982684135437,1.0
2084,2084,Does he have supporters?,He definently has supporters.,2.0,0.3545782,0.964619278907776,1.0
2085,2085,"but okay, ultimate sovereignty?","Thus, ultimate sovereignty.",2.2,0.38852066,0.937927544116974,0.0
2086,2086,that is not an answer.,"no, it's not an answer.",4.8,0.97987914,0.9613276124000548,0.0
2087,2087,The Nazis increases the longevity of a handgun permit from  to  years.,The Nazis lowered the minimum age to buy a firearm from  to .,2.2,0.4291084,0.9727923274040222,0.25
2088,2088,But we can't do it without help.,"We can't do it without you.""",3.6,0.754629,0.98917156457901,0.0
2089,2089,No healthy person needs gambling.,No healthy person needs sex.,1.4,0.28959724,0.9939184188842772,0.0
2090,2090,"I said it wasn't a person, in the legal sense.","If it isn't a person, then WTF is it?",2.0,0.41453847,0.9663346409797668,0.391304347826087
2091,2091,Do you see Obama calling for regulation reform?,"Do you see Obama calling for Cut, Cap and Balance?",1.8,0.2992337,0.9853971600532532,0.32075471698113206
2092,2092,"""Leprechauns don't exist"" - fine.","""Elves don't exist"" - fine.",3.0,0.6597633,0.9789445400238036,0.0
2093,2093,Got some Heine and coors light i started it last night xanis.,i started it last night xanis.,2.0,0.5244527,0.979282557964325,0.0
2094,2094,Iran is also a signed of the NPT and the IAEA.,"Gotta love the EK factoid that ""Iran is also a signed of the NPT and the IAEA.",4.2,0.87029064,0.8802708387374878,1.0
2095,2095,"""Gorgons don't exist"" - fine.","""Satyrs don't exist"" - fine.",2.0,0.3727044,0.979866862297058,0.0
2096,2096,"Best way to get money out is to get rid of lobby, all of it.",Best way to turn it on its head is to get money out.,3.0,0.56434256,0.9941638112068176,0.391304347826087
2097,2097,"I have  years of ""Neener Neener"" rights Usually I get pretty decent care.","I have  years of ""Neener Neener"" rights they are crack ups.",3.4,0.6866522,0.8861005902290344,0.2857142857142857
2098,2098,Dutchy Has anyone heard from Dutchy?,"@NickFun, Has anyone heard from Dutchy?",3.6,0.7424873,0.987937867641449,0.0
2099,2099,"Commodity Expanded Value-Form, .",Elementary Commodity-Capital Value-Form .,3.6,0.73608345,0.6300475597381592,0.0
2100,2100,You are a Christian.,Therefore you are not a Christian.,1.4,0.20949234,0.9819953441619872,1.0
2101,2101,And the simple fact today?,I repeat: And the simple fact today?,4.0,0.8438489,0.9601997137069702,0.0
2102,2102,Morals have absolutely nothing to do with it !,and morals and honesty have everything to do with it.,2.0,0.5054033,0.9849705696105956,0.5
2103,2103,"""Oh, you're such a good person!","You're such a bad person!""",1.8,0.3312587,0.9470856785774232,0.0
2104,2104,Fern I think stories like this are stupid.,- wolf I think stories like this are stupid.,3.6,0.6750329,0.9036449193954468,0.5
2105,2105,CYCLONE FORMATION IS NOT EXPECTED DURING THE NEXT  HOURS.,TROPICAL CYCLONE FORMATION IS NOT EXPECTED.,3.4,0.6970319,0.9776548147201538,0.0
2106,2106,Do you not understand what that string of words means?,Do you not understand what the word 'led' implies?,1.2,0.17460434,0.9949447512626648,0.5
2107,2107,There is no freedom of religion.,There is no freedom of speech.,1.2,0.21625318,0.9950947761535645,0.5
2108,2108,Originally Posted by SolInvictus The messahe of all the scriptures is oneness.,Originally Posted by SolInvictus Ah.,2.4,0.5176156,0.5545963644981384,0.23943661971830985
2109,2109,How long after the obliteration should the kid return to school?,How long after the obliteration should it no longer bother the kid?,3.0,0.59181565,0.981158971786499,0.6666666666666666
2110,2110,A man and a woman are different yes.,Men and women are different yes?,3.4,0.705097,0.9263109564781188,0.0
2111,2111,Double Jeopardy actually enforces a jury nullification.,As far as legality goes I can use jury nullification.,2.2,0.41960907,0.993909239768982,0.0
2112,2112,Facilitator : Show me the smart child.,Facilitator : And why is she the dumb child?,1.0,0.1716188,0.9505556225776672,0.0
2113,2113,religious fiction Isn't that redundant and repetetive?,Isn't that redundant and repetetive?,3.2,0.64066285,0.990516483783722,0.0
2114,2114,Originally Posted by anabelle What's wrong with that?,Originally Posted by Vienna To 'say' what?,0.0,0.011637798,0.8936720490455627,0.0
2115,2115,Cracklin' Rosie by Neil Diamond We are all vessels filled with many wonders.,Jingle Bell Rock by Bobby Helm We are all vessels filled with many wonders.,1.6,0.2684639,0.9252111315727234,0.5142857142857142
2116,2116,Some people have complete confidence in the people running these institutions.,Other people have no confidence at all in teh people running these institutions.,1.6,0.32613942,0.9759347438812256,1.391304347826087
2117,2117,loose change started out as a work of fiction.,It finished as a work of fiction.,2.2,0.4023537,0.9358968138694764,0.391304347826087
2118,2118,"If it wasn't a life, then it would not be able to be born.","If it wasn't alive, then it would miscarriage on it's own.",3.0,0.55416197,0.9624195098876952,0.0
2119,2119,"GL, Terral That is absolutely amazing.",Hi Ollie: That is absolutely amazing.,2.4,0.5699809,0.97712242603302,0.0
2120,2120,lets assume we have % white and % black.,Imagine a place that's % white and % black.,3.77777777777778,0.8424806,0.9848368763923644,0.0
2121,2121,Freedom of speech has consequences!,If freedom of speech has consequences then it is not free.,2.11111111111111,0.3740989,0.9854749441146852,1.0
2122,2122,"""Fairies don't exist"" - fine.","""Leprechauns don't exist"" - fine.",1.0,0.19912706,0.9778820872306824,0.0
2123,2123,"If so, state that is why they're not true.","Please, what about them are not true.",3.2,0.6793809,0.9230651259422302,0.0
2124,2124,-Not- talking about it 'and' -Not- doing anything.,is even worse than talking about it and not doing anything.,2.8,0.6015433,0.956772804260254,0.0
2125,2125,"""Being against nukes"" does not mean ""not wanting to use nukes"".","""Being against using nukes"" means ""not wanting to use nukes"".",1.4,0.2739386,0.9762200117111206,1.0
2126,2126,My niece is married to a black man.,My great niece is half black.,1.4,0.28788918,0.9787194132804872,0.6428571428571429
2127,2127,The UK population is just over  million.,The Japanese population is nearly  million.,1.0,0.18165584,0.9840059280395508,0.0
2128,2128,I Shot the Sheriff We are all vessels filled with many wonders.,We are all vessels filled with many wonders.,3.4,0.56696343,0.986430287361145,0.6666666666666666
2129,2129,I hope this is nothing.,I hope everything is ok!,2.0,0.3881845,0.9929446578025818,0.0
2130,2130,The money I spent adopting Velociraptor.,Those may be my top . The money I spent adopting Velociraptor.,4.2,0.8775062,0.9423885941505432,1.0
2131,2131,"So, you actually believe every word of what Terral wrote?","GL, Terral Hi Corn: So, you actually believe every word of what Terral wrote?",4.2,0.86736447,0.5610001087188721,1.0
